,0,1,2,3,4,0
30,0.14524515,-3.0996172,6.5885315,8.457645,-12.580575,3
31,-8.493299,6.425593,-1.7378101,0.93074507,4.597301,0
32,-1.6503323,0.008988465,-6.05131,7.090745,-1.8571881,0
33,2.5452025,-5.2571983,-0.46697223,0.91846275,2.0762465,2
34,5.4276905,-0.40201813,0.10853338,11.313382,8.48877,2
35,5.824336,-7.9862046,-2.8193865,0.10382747,-5.603529,2
36,14.055264,4.2555904,-0.15096736,-2.0784373,-9.315761,2
37,2.3966787,5.234866,-1.7416232,4.15095,1.3735113,2
38,-3.9041016,3.372397,-0.52588785,-4.247077,-12.813757,1
39,1.4735361,3.4964106,-1.0304518,-6.4654956,-11.660777,1
40,3.7288377,4.0490837,2.024286,-2.5447712,-10.961399,1
41,0.36051026,-2.021182,-3.3497095,3.6348944,-2.2044327,1
42,-3.880684,-4.6143355,-5.076039,-5.218969,10.956976,1
43,3.8123631,-4.688649,2.791151,-4.939063,-7.391696,1
44,-2.6966133,4.8845644,-3.6038969,7.0877557,-6.8652987,1
45,-7.267002,-0.532075,1.5184553,2.1869624,-4.390299,2
46,1.0920355,2.848217,-4.482003,6.898969,-4.0124974,3
47,-0.07756339,3.495556,-0.9233763,4.468668,-4.3039856,2
48,3.8956578,3.322675,-0.11601301,4.2480335,-13.89345,2
49,0.8471979,-6.6966653,2.487345,-3.3728611,-11.317008,3
50,2.917883,0.87368166,1.4397548,1.175191,-11.457171,0
51,0.54650086,-1.0655053,-3.046223,-3.1940465,-1.5514423,0
52,7.5763464,-3.413462,-5.653827,3.277409,5.3345604,0
53,3.089032,-5.2177587,3.6998348,10.790566,-7.86784,0
54,1.7548776,-0.017678473,-2.05572,-1.5913575,-13.551959,0
55,-6.2582116,5.072323,2.6316833,9.091828,0.47984174,0
56,-2.5302,0.4524401,-9.066368,3.6614814,-0.7017876,3
57,-4.4311137,-1.9627414,-6.9802804,3.1910203,-3.3364973,0
58,0.25899735,-0.3201118,-3.5597541,11.08197,-5.297091,3
59,-0.21716379,-2.698802,4.158959,-6.114076,-11.199457,0
60,12.974858,-0.16075727,-5.0142746,-0.609012,-7.225682,3
61,-10.623105,-0.0850227,-1.4850347,0.60937357,-0.93078905,3
62,3.5987632,-2.4847703,-5.5075364,6.6159787,-5.133051,1
63,-14.836869,-1.4269556,6.5075765,3.2540193,0.17675294,1
64,9.871681,4.4849916,-2.920309,2.754102,-3.2652133,1
65,-5.545548,1.8665348,1.1606327,10.287835,-10.925644,1
66,-0.47909307,-0.42863604,2.7116594,10.197078,8.77853,1
67,5.302749,-5.206921,1.2865479,0.17169887,-9.238367,1
68,-6.1706743,0.43138978,-1.3748397,8.0119915,-0.69229347,1
69,-2.32698,-3.9550352,7.5406537,-1.0405855,-6.8198743,1
70,0.4077581,-0.684238,1.4816477,3.2467182,3.646277,1
71,-3.8672588,1.0802503,-0.1396938,8.453379,9.680471,0
72,-3.4684696,0.423561,-7.6954083,9.941713,-5.215559,1
73,-1.5162717,3.7540362,-10.179797,2.6333203,-5.027678,1
74,-0.3948919,-7.379572,1.2399739,8.120301,-8.709885,1
75,3.9125328,-1.7211907,1.2435085,-1.2438704,-6.3093224,1
76,12.739355,-0.104353294,0.13430975,3.670072,-1.0571817,0
77,-13.649856,1.0549126,-3.2433317,1.4354353,12.252343,0
78,6.3902416,7.4277496,-5.2736077,8.725389,1.9379296,0
79,0.98502505,1.4501498,1.425528,5.4138494,8.619244,0
80,-6.130529,-3.2376235,2.6002555,10.676291,-4.268308,3
81,-3.905477,1.6749675,-3.8506103,4.033549,-5.5067115,0
82,-4.9676514,0.26858914,6.435147,-1.4546131,-12.721959,0
83,11.785002,4.928382,2.270665,7.3122044,-1.6723101,3
84,6.8750734,-6.272401,6.7110004,-4.7691245,-8.700905,0
85,6.9387465,0.99526614,-1.5419298,-9.54761,-12.835759,1
86,-10.837565,5.070866,-0.35645813,-1.2841985,-1.4023174,1
87,2.328409,7.5236483,-6.9005437,9.3552265,3.6354096,1
88,3.2045364,-7.9461484,5.043343,5.8772006,-7.7162013,1
89,5.374202,-2.761257,7.401382,-5.4470754,-6.965664,1
90,5.9458547,7.6438603,-2.775678,12.752023,2.844589,1
91,-10.885666,-0.19038665,0.350669,1.5273492,10.519235,1
92,6.069108,1.3025023,0.58913904,14.5096035,-0.1742821,1
93,13.12433,2.0430784,-1.9308572,-5.3687887,-4.807042,1
94,3.0518332,-6.6360917,1.419487,10.517087,-12.482926,1
95,3.0576003,3.4224281,-2.7724915,-1.0282639,13.575417,1
96,3.4485018,-1.2326554,-0.3141153,-9.329745,-10.111791,1
97,-10.156558,3.6283588,-10.94075,-1.3291626,2.5474367,2
98,-9.443151,-2.6645203,4.9030566,5.857844,-6.1262455,2
99,4.4864097,5.866938,-3.0693374,16.11718,3.6458693,2
100,2.4058487,5.3923445,-1.2047099,9.50194,-4.579403,2
101,6.2700357,3.2282,7.167283,0.9362811,2.2489803,2
102,-4.6762133,4.9832554,-7.6117964,-0.55389595,-12.108059,0
103,12.529758,1.4238238,4.3758183,8.218915,0.560074,1
104,-2.1662755,1.7696973,1.4289188,9.704895,0.5729318,1
105,4.0673146,1.1530519,6.5863395,-2.9040782,-5.4427114,1
106,10.983254,5.5313444,2.303663,0.03584194,-2.543946,1
107,2.0258422,-9.178347,-1.6691061,-3.4983041,-4.8437076,2
108,-1.5384243,-2.3634782,4.9962087,2.6199474,-9.466325,0
109,2.6306775,-4.22703,6.0194645,-2.5646803,-12.094714,3
110,-3.756639,-5.14969,-3.6794477,-8.6849575,-6.8537126,0
111,11.045499,7.7201962,-5.301549,7.497332,-0.99448353,0
112,-3.0568779,4.3712363,2.498755,-4.5170093,-8.94925,3
113,-8.087211,-1.1951796,-2.0449204,5.568586,4.572769,2
114,-6.6583385,3.9753208,1.0916506,4.1099534,-1.949438,0
115,-3.4473763,-3.748982,2.6057167,8.425606,-11.5907755,1
116,3.9429445,-2.044267,-0.39959255,5.5775,-2.0124168,1
117,4.6003838,1.1145627,1.562457,6.032014,3.1943312,0
118,-1.8378438,-3.6434507,6.8010473,7.174633,-8.604351,0
119,4.598801,-9.771539,1.1460738,-3.86531,-4.6220393,0
120,1.3131896,1.4220403,2.9872468,-9.655573,-2.801167,0
121,-1.6848801,2.6161802,-6.3519206,0.22887297,-2.6257887,1
122,3.3204682,-0.12848458,6.3135004,1.9334412,-15.861474,0
123,3.6009648,-1.9793388,2.112265,-0.71840775,-15.228387,0
124,-1.923395,-3.6806693,5.5100307,11.928756,-9.561414,1
125,-2.4449534,0.7928251,4.306949,8.993271,-10.6213455,2
126,-9.0152235,0.91290826,-0.2789546,10.27416,3.4842575,0
127,-2.8892167,4.3894606,-2.9651434,-1.1869472,-10.570537,2
128,4.6607203,-2.9861975,-2.4730108,2.0222108,-8.609305,2
129,-6.659552,-3.683288,5.3255606,-5.897999,1.498253,0
130,-5.0125484,1.524194,-4.8895164,-1.1743206,-13.988912,3
131,-0.8504327,-6.2270784,0.412511,2.714208,-8.289524,0
132,-7.591643,-3.3834498,-0.17106082,6.0234246,-3.7609394,3
133,-8.28888,-3.2004547,-0.2456951,10.373043,0.29192725,2
134,-5.6697216,-4.210262,1.8371924,2.8373175,-10.430031,2
135,-3.434245,-5.8465652,4.280288,-0.0882959,-9.727969,2
136,16.102224,0.24836832,-5.5364013,2.7820277,-6.4131,1
137,12.168961,2.7883239,-5.5452685,1.7584554,-3.0499322,1
138,-10.801394,-1.1169224,-2.6503263,-10.135959,5.2661815,1
139,-4.2292805,2.0282373,4.021131,-6.7683606,10.788555,1
140,1.1672393,1.0145403,3.6267707,-1.5989432,-13.600028,1
141,-6.0140386,-4.86468,2.9976494,2.8250763,-1.235322,0
142,1.5429972,-3.2402446,1.1693078,7.327156,-9.343561,0
143,-4.1575246,-1.0530834,7.8274693,-4.58411,-5.871899,0
144,2.3344197,2.472243,10.346419,-6.3791685,-0.9417746,0
145,-1.5373036,6.20839,-1.0568287,-1.7899939,-2.6847851,0
146,1.1627032,-7.155887,2.4542012,5.173205,-12.440888,3
147,-3.1956716,3.7282658,-1.2186079,-0.42287442,-15.260732,0
148,-2.7785828,-2.5165555,-0.06843728,10.081849,-1.8586702,0
149,-4.7479286,0.90402204,1.7822131,13.484865,-1.026297,0
150,-3.9996555,6.4639587,-2.1601288,-6.1800885,-1.521509,0
151,1.0821962,-2.0660045,9.905782,-3.954819,-2.7868247,0
152,4.468387,6.5932016,4.130133,3.0480855,-0.2177396,2
153,2.3050582,1.1595763,-3.5044823,-2.904124,-8.494454,2
154,-0.102915235,-5.8972397,-2.2452753,6.350675,-11.36624,2
155,0.780542,-4.26744,6.0466566,-3.292224,-3.112792,2
156,-3.7155936,0.4213138,2.4327815,7.584897,-4.015914,1
157,-6.742302,-0.5811148,-2.6034682,11.969956,-3.8576477,1
158,5.2406263,-2.6970851,-8.974802,4.6867666,6.440173,1
159,-1.4617829,3.4627583,-3.6484947,3.3490176,2.4088206,1
160,-1.3084589,-8.080056,-0.511113,2.6220148,0.18922907,2
161,-4.318548,-1.4091039,1.0276372,-1.688109,-9.32266,2
162,-5.101943,2.4538903,-3.6476464,12.26999,-0.7049486,2
163,7.312946,0.7314009,-3.3615627,13.713984,-2.0207405,2
164,7.312946,0.7314009,-3.3615627,13.713984,-2.0207405,2
165,-0.7223867,2.4262993,-1.8886098,-13.815258,4.4256496,1
166,2.8424442,-1.097655,-4.9246855,-7.4584646,7.0872,1
167,7.098001,-2.9644644,-1.2576413,-7.457328,-2.4472668,0
168,1.5088476,1.0801728,-1.2528689,-2.5154092,3.7921922,3
169,12.008388,-0.9203184,1.3973341,-2.382874,5.978804,2
170,14.775923,1.7066466,-1.3909101,-2.332041,0.38141945,3
171,-2.9748714,-7.3035464,0.4014765,3.765372,3.8178613,0
172,3.2753918,-1.2266669,-1.4128604,-0.37355888,-1.0022342,0
173,6.3647685,4.1696267,-3.4281635,2.8053026,5.018539,0
174,2.5533175,-0.34675637,-2.7816577,-8.802634,11.41859,2
175,-3.1638656,-1.0341866,-3.9280584,-1.3657266,11.14482,0
176,-11.914057,2.8994608,-8.05478,-3.6836667,4.970593,2
177,-6.834911,4.31269,2.0165045,0.47757447,-5.7404776,0
178,-0.48797122,-3.6680238,-2.7714643,-2.5491745,11.995915,0
179,-5.3702297,0.327609,-3.1405723,-13.29068,2.783227,0
180,0.7935435,1.3712821,6.3547716,-9.418393,8.4551115,0
181,5.0884957,2.7774947,-3.7093942,-8.734352,-1.6300429,0
182,0.37879947,-2.9325612,0.3555829,-6.6408486,-13.143278,0
183,6.489985,1.0730022,0.21132648,2.6906161,4.9900746,0
184,3.3531873,-0.2167535,3.788081,-1.9321306,6.4461837,3
185,-7.757294,1.9424964,-6.5227838,3.3837147,-3.0275698,3
186,-9.403408,-0.6450025,0.60365623,-3.7125719,9.462182,0
187,-1.104893,-0.23843363,-0.8663633,-7.1119204,8.248004,1
188,1.2624009,-4.4269586,-2.0172162,6.449056,5.224047,1
189,-5.17029,-0.0056575583,-6.4610844,6.2036147,4.362835,1
190,-1.0873377,-8.542245,2.1652937,-10.082075,1.0341617,1
191,3.8772054,1.2023076,-3.8925486,-11.692885,8.304,2
192,-3.9754078,-1.0505263,4.45464,-0.5718723,8.112202,2
193,5.621612,0.0043512094,0.39292738,-8.8235445,7.713242,2
194,5.955185,-0.589224,2.948021,2.926628,-0.22216049,2
195,7.5453134,0.50865644,4.672742,-6.1550927,8.4931755,3
196,7.1330786,-4.8959837,2.8947957,5.552394,0.06212214,3
197,-8.861188,5.8875737,-8.725698,-4.23134,2.3662271,0
198,-3.504825,-0.4806762,1.3724967,-9.358922,12.701593,0
199,-7.010683,2.9524503,2.9918041,-7.9112964,-0.1257539,2
200,-6.358341,-0.8926931,-8.733251,6.4745307,-0.4333174,2
201,3.248819,-3.2820857,-0.48134437,-5.8600645,8.553431,2
202,5.94741,2.7082868,-0.23686256,-2.3810606,13.949777,2
203,10.245317,6.8454633,2.6090019,-2.0865874,2.5353043,0
204,7.8900404,-3.984372,-4.3733935,-7.5564632,1.2050219,0
205,-10.452748,-0.29045308,-2.6246328,-0.90466297,7.8917227,0
206,-0.28171104,-4.275819,-2.5117667,-5.240515,5.7860904,3
207,6.0532475,0.24694607,-1.23983,-6.900349,0.2933835,0
208,6.8872433,-2.907872,-5.8969126,7.525488,4.647884,1
209,-10.765142,3.5760782,-0.27372345,-0.6684364,10.152098,3
210,2.2228582,-0.6343254,-2.1919317,3.374455,4.5003023,0
211,1.9762195,-4.0745864,2.9158823,-8.665896,11.897827,0
212,-5.3272142,-3.3580494,0.91925585,2.628415,6.6029124,1
213,2.918553,-8.430638,0.8437387,-8.035933,-0.24195534,1
214,13.284525,1.6982813,-1.547227,-5.042419,3.4647038,1
215,13.720049,-2.6453588,0.30281514,-7.60674,7.586291,1
216,0.4751131,4.2865906,5.555503,-6.029932,-4.260404,0
217,10.042737,1.9503721,-2.3825731,-12.732098,3.802444,3
218,2.4318538,0.6045717,2.1222653,-5.2533245,3.7643025,0
219,11.751483,4.1885705,-3.2056637,-8.965311,4.395803,3
220,6.530739,-2.0446415,2.5373733,-10.065973,0.9812105,0
221,0.35138568,-6.867371,0.38441002,-7.290417,15.229364,1
222,12.133193,2.5278933,2.0432942,2.9728017,-4.3351955,2
223,10.781576,2.3189108,5.203585,-7.0735254,3.7575836,1
224,-1.9151767,-4.6306577,2.580883,-7.2346673,9.989959,1
225,-0.6070651,-3.3672473,2.9012878,-4.8266187,16.197826,2
226,-0.96742886,3.9162035,1.7164834,-4.7005687,4.7212305,2
227,-3.7372139,-4.6322966,-1.0094795,0.4868155,10.124316,2
228,3.9138896,8.942326,1.7927452,0.5092521,-0.21614674,2
229,1.1443508,-0.9088203,8.066159,-7.1682744,12.33253,1
230,-5.0706935,-2.9752192,3.6124647,9.325567,0.8862002,1
231,7.134621,5.3313026,-0.27505955,-11.963633,1.9359373,1
232,4.4779854,3.4105363,1.4727235,-5.8633533,10.106085,1
233,-3.2233925,1.7806219,-5.554309,-8.4473505,7.705553,0
234,0.17057306,1.7715511,-0.14740077,-9.817746,1.9288682,3
235,-12.106005,-4.096806,-0.07358875,-1.5727546,8.135967,0
236,0.84341115,4.329416,-6.6895823,-2.4342237,2.7374415,3
237,4.0459814,3.3149498,-3.823993,-3.8520033,2.9968817,3
238,-0.67928267,0.78905743,-8.737929,-7.5097404,1.1288971,3
239,-7.482407,-3.3716278,-6.528611,0.36761796,5.026662,0
240,0.3745924,0.8710897,5.8383293,-8.3696165,15.824371,0
241,-2.7562203,-8.240443,-2.680923,-7.8736625,-4.148421,0
242,-4.791716,4.3035474,-1.6579355,-9.696535,0.19754349,0
243,-3.4544182,2.439235,5.776093,-10.832989,12.507007,0
244,-7.160152,2.4076815,-3.539843,-10.006375,4.4249363,3
245,-2.751579,-1.4769832,-2.1985269,0.80026805,1.5414777,3
246,4.9521008,-6.0308323,3.1164997,-9.663801,3.0310116,0
247,-4.426013,3.3976908,-0.4162503,-15.968673,3.2166283,0
248,0.83774936,10.78298,-2.26061,2.688896,-0.012106276,0
249,6.71339,-0.3034588,-5.4928417,-0.1610655,4.652292,1
250,0.9233965,-2.3752255,1.8577987,-14.117367,10.726577,1
251,9.003911,6.3234754,-1.7724578,-10.131994,6.4624968,1
252,3.6216493,4.4903774,1.7988287,-11.610352,-2.5370364,2
253,-1.4635842,-2.32677,-5.307392,-8.811074,3.1008286,2
254,0.80319315,6.8259,1.7503618,1.0370529,-4.798417,2
255,4.4893665,5.742672,0.73715156,-10.085559,9.049334,3
256,2.267673,-2.7480843,-1.1281941,-10.512521,7.3839297,2
257,1.2342749,0.7525183,-0.13761401,-2.3813977,11.432311,2
258,-1.6014305,-6.791594,1.0939202,-8.8827,-4.3524656,2
259,3.39466,-7.3439617,1.9256711,11.226584,1.8368658,2
260,11.011894,6.315681,3.5830498,-7.5079904,0.62779063,2
261,-8.765131,4.429392,-1.6983973,7.3060284,2.4286833,2
262,-3.384175,-0.70565,3.1025004,-11.2430935,8.94473,1
263,-3.0159872,-2.1418319,3.8776135,-9.115651,-4.533937,2
264,-5.921573,-1.7999778,-3.2022758,-6.139955,4.1132927,1
265,-5.7575393,-2.4149406,1.1279789,-6.6072817,2.4127722,1
266,-4.5301833,-7.3532853,-1.0946927,-12.82394,-3.3010628,3
267,6.8632193,-0.8723133,-2.9782977,11.991186,3.858716,0
268,-1.7491171,-1.5897764,-3.6273854,-11.972715,8.438607,0
269,13.5578,0.78204656,-1.0220125,-3.9846427,8.527648,3
270,-4.5969143,0.6455939,-5.340993,1.6882302,3.792742,0
271,8.790301,-4.8820095,-1.7409123,4.4988527,3.6961231,3
272,-3.4605765,4.3607373,6.3075743,-2.447222,8.046914,3
273,-10.933977,2.8960037,-3.5235946,3.0493786,3.0965178,0
274,-4.8662558,-3.9910655,-3.5292845,-8.67924,6.6225758,0
275,-12.728314,3.388177,0.057588372,5.0134215,5.595591,0
276,-1.7409393,-0.44167152,5.969884,-3.1277936,6.3031635,0
277,-8.468679,2.6179435,0.36345893,0.26047933,1.4870794,0
278,12.264919,-0.40717873,-1.9344621,-4.1299915,-8.0833,0
279,1.7030635,-5.151099,-5.2462335,-8.779161,11.497088,0
280,-8.11023,-3.6126814,-4.0470705,-13.436004,4.6973405,2
281,-15.193724,-0.16102682,0.08890377,-9.201161,3.4091144,2
282,17.015728,3.282452,-0.47187793,2.4437006,-0.010730903,3
283,-13.858639,0.9918639,-1.0612066,7.9533334,-2.1707926,2
284,5.6992555,-0.22197202,-3.7138906,-4.483348,11.458779,2
285,0.44683462,2.290548,2.7580616,-11.912129,9.990985,1
286,2.6016011,3.695752,2.8570287,12.118478,-0.35288054,1
287,-0.8484582,6.7869353,-3.8801806,1.6480551,-2.4702125,1
288,1.14811,-3.7395236,5.833323,-9.446097,8.290929,1
289,-6.140463,-9.998041,3.4319882,-9.417098,-0.7927661,1
290,-9.546561,4.8178506,2.4115117,2.4776525,6.6787934,1
291,0.053830206,-0.076331176,5.252627,-13.394205,-0.72334033,1
292,13.705214,1.471181,2.6751382,-7.247755,0.20146735,1
293,2.084825,4.214126,2.6986182,1.139651,1.3520037,0
294,-10.730631,-1.235531,-5.1933174,-10.609205,8.903774,0
295,7.0601363,-3.0537546,-4.3235326,-8.482502,10.535752,3
296,-2.4036999,-6.9696836,4.3825903,-5.59208,-3.0610707,3
297,-2.5979662,5.046771,-3.9678047,-12.99302,-2.1620865,3
298,-2.2499995,-9.926621,1.4869124,-6.5268,-0.6403008,1
299,-0.078735515,-3.9011092,3.6466644,6.79157,4.4342775,3
300,3.7945387,9.669256,-0.45454353,-9.1769705,0.7925187,2
301,-3.2937424,-1.6638014,3.174413,-2.4682314,12.730965,3
302,2.5401418,-3.8962371,-2.225107,-2.3512502,-9.087906,3
303,,,,,,0
304,,,,,,0
305,,,,,,3
306,,,,,,2
307,,,,,,2
308,,,,,,3
309,,,,,,0
310,,,,,,0
311,,,,,,3
312,,,,,,0
313,,,,,,3
314,,,,,,3
315,,,,,,3
316,,,,,,2
317,,,,,,0
318,,,,,,0
319,,,,,,0
320,,,,,,0
321,,,,,,0
322,,,,,,0
323,,,,,,3
324,,,,,,0
325,,,,,,3
326,,,,,,3
327,,,,,,3
328,,,,,,3
329,,,,,,0
330,,,,,,0
331,,,,,,0
332,,,,,,0
333,,,,,,0
334,,,,,,0
335,,,,,,0
336,,,,,,0
337,,,,,,0
338,,,,,,3
339,,,,,,3
340,,,,,,3
341,,,,,,2
342,,,,,,3
343,,,,,,0
344,,,,,,3
345,,,,,,0
346,,,,,,0
347,,,,,,0
348,,,,,,0
349,,,,,,0
350,,,,,,3
351,,,,,,3
352,,,,,,3
353,,,,,,0
354,,,,,,0
355,,,,,,0
356,,,,,,0
357,,,,,,0
358,,,,,,0
359,,,,,,3
360,,,,,,3
361,,,,,,0
362,,,,,,0
363,,,,,,2
364,,,,,,2
365,,,,,,2
366,,,,,,2
367,,,,,,3
368,,,,,,3
369,,,,,,3
370,,,,,,3
371,,,,,,3
372,,,,,,3
373,,,,,,3
374,,,,,,0
375,,,,,,0
376,,,,,,0
377,,,,,,0
378,,,,,,3
379,,,,,,3
380,,,,,,0
381,,,,,,0
382,,,,,,0
383,,,,,,0
384,,,,,,0
385,,,,,,0
386,,,,,,2
387,,,,,,2
388,,,,,,3
389,,,,,,2
390,,,,,,0
391,,,,,,3
392,,,,,,3
393,,,,,,3
394,,,,,,3
395,,,,,,3
396,,,,,,3
397,,,,,,3
